hotel_id,hotel_name,hotel_formerly_name,hotel_translated_name,addressline1,addressline2,zipcode,city,state,country,countryisocode,longitude,latitude
307802,Charles Cotton Hotel,,??????????????,"Market Square, Hartington",,SK17 0AL,??????,"East Midlands,?England",????,GB,-1.809687,53.140834
307804,Corse Lawn House,,????????????????,"Corse Lawn, Gloucestershire",,GL194LZ,??????,,????,GB,-2.246515,51.973728
307806,Churchill Court Hotel,Courtyard Hotel Woodstock,??????????????,Main Road,,OX29 8LA,????????,,????,GB,-1.369488,51.826015
307823,Greywalls Hotel & Chez Roux,,??????????,"Muirfield,",,EH31 2EG,????,,????,GB,-2.820504,56.042298
307827,Heritage Hotel,,??????????,Leicester Road,,LE19 2DG,??????,"East Midlands,?England",????,GB,-1.199083,52.575627
307848,Lifehouse Spa and Hotel,,????????????????,"Frinton Road, Thorpe-le-Soken",,CO16 0JD,????????,,????,GB,1.168405,51.851639
307850,Marriott Lingfield Park Hotel and Country Club,,????????????????????????????????,Racecourse Road,,RH76PQ,????????,"South East,?England",????,GB,-0.00553,51.16944
307902,Strangford Arms Hotel,,??????????????????,92 Church Street,,BT23 4AL,????????,Ards,????,GB,-5.708747,54.595018
307912,The Black Dog Inn,,????????,50 Main Street,,DT2 8ES,??????????,"South West,?England",????,GB,-2.38097,50.676999
307931,The Devil's Punchbowl Hotel,,??????????????,52 London Road,,GU26 6AG,????????,Surrey,????,GB,-0.730677,51.113613
307959,Old Mill Bed and Breakfast,,??????????,Mill Lane Langtoft Driffield East Yorkshire,,YO25 3BQ,??????????,"Yorkshire and the Humber,England",????,GB,-0.46237,54.098312
307993,Tooting Place Apartments,,??????????????????,34 Park Avenue,,CR4 2EL,????,,????,GB,-0.150323,51.416195
307999,Whiston Hall Hotel,,??????????????,Black Lane,,ST10 2HZ,????????,"West Midlands,?England",????,GB,-1.94034,53.022601
308011,YHA Boscastle Hostel,,??????????????????????????,Palace Stables,,PL35 0HD,??????????,Cornwall,????,GB,-4.692922,50.684018
308012,Hostel YHA Truleigh Hill,,YHA????????-????????,Tottington Barn,,BN43 5FB,??????,"South East,?England",????,GB,-0.262825,50.881985
308203,SoBo Guest House,,????????,10 Seafield Road,,BN3 2TN,??????,,????,GB,-0.175653,50.826515
315638,St Christopher's Inn Camden Hostel,,??????????????????????????,50 Camden High Street,,NW10LT,????,,????,GB,-0.1396,51.53569
315650,St Christopher's Inn Shepherd's Bush Hostel,,????????????????????????????????,13-15 Shepherds Bush Green,,W12 8PH,????,,????,GB,-0.21833,51.504238
315738,St Christopher's Inn London Bridge - The Village,,???????????????????? - ????????,161-165 Borough High Street,,SE1 1HR,????,,????,GB,-0.09139,51.502258
315744,St Christopher's Inn London Bridge - The Inn,,????????????????????- ????,121 Borough High Street,,SE1 1NP,????,,????,GB,-0.090765,51.503593
315805,Hotel Indigo Edinburgh,,??????????????,51-59 York Place,,EH1 3JD,??????,,????,GB,-3.18861,55.95639
317900,Base Serviced Apartments - The Docks,,??????????????-????,"South Ferry Quay, Royal Quay, The Anchorage",,L3 4EW,??????,,????,GB,-2.985234,53.390416
317901,Base Serviced Apartments - Duke Street,,????????????????????,136 Duke Street,,L1 5BB,??????,,????,GB,-2.977651,53.400194
334672,Irton Hall,,?????????? ,Eskdale ,,CA19 1TA,??????????,Cumbria,????,GB,-3.379844,54.392437
334795,Aron Guest House,,??????????,27 South Ealing Road,,W5 4QT,????,,????,GB,-0.306701,51.503063
335105,The Old Ship Inn Hackney,,??????????????,"2 Sylvester Path, Hackney",,E8 1EN,????,"London,?England",????,GB,-0.056,51.546101
335449,National Hotel,,????????,17-19 Queens Avenue,,N103PE,????,,????,GB,-0.144447,51.591377
335463,Craigard House Hotel,,??????????????,Low Askomil,,PA28 6EP,????????,,????,GB,-5.589688,55.428209
335467,Hotel du Vin Exeter,The Magdalen Chapter Hotel,??????????-????????,Magdalen Street,,EX2 4HY,????????,"South West,?England",????,GB,-3.526469,50.720333
335737,The Hari,Belgraves - A Thompson Hotel,???????? ,20 Chesham Place,,SW1X 8HQ,????,,????,GB,-0.156378,51.49725
336220,La Suite West ?C Hyde Park,,????????-????????,41 - 51 Inverness Terrace,,W2 3JN,????,,????,GB,-0.186564,51.512321
336724,The George,,??????????,"1 North Street, Bishops Stortford",,CM23 2LD,????,,????,GB,0.158693,51.871407
336735,Remarc Guest House,,????????????,Dunmow Road,,CM22 6SP,????,,????,GB,0.278326,51.866714
337166,Cumberland Apartments,,??????????????,Great Cumberland Place,,W1H 7AL,????,"London,?England",????,GB,-0.158891,51.513757
337197,My Apartments Kensington Hogarth,,??????????????????,12 Hogarth Road,,SW5 0QT,????,,????,GB,-0.192453,51.492874
337273,City View Hotel - Roman Road Market,,??????????????????,527 Roman Road,,E3 5EL,????,,????,GB,-0.029789,51.533184
337589,Homestead Bed and Breakfast,,??????????,"Homestead Lane
Valebridge Road",,RH15 0RQ,????????,,????,GB,-0.113537,50.97208
337683,Hotel Xanadu,,????????????,26-42 Bond Street,,W5 5AA,????,,????,GB,-0.3059,51.51176
337723,Holiday Inn Southend,,??????????????,77 Eastwoodbury Crescent,,SS2 6XG,??????????,,????,GB,0.702052,51.566628
338292,BFC Hotel,,BFC????,Bloomfield Road,,FY1 6JJ,????????,,????,GB,-3.047891,53.803969
338381,Arlington House Apartments,,????????????,17-20 Arlington Street,,SW1A 1RL,????,,????,GB,-0.140804,51.506893
338454,Sky Apartments,,????????,"1 Calshot Street, ",,N19GX,????,,????,GB,-0.117393,51.531487
338610,Lower Belgrave Street Apartments,,????????????????????,2 - 2a Lower Belgrave Street,,SW1W 0NL,????,,????,GB,-0.146415,51.496014
338843,LSE High Holborn Residence,,??????????????????????????,178 High Holborn,,WC1V 7AA,????,,????,GB,-0.124991,51.51606
338871,LSE Grosvenor House Studios,,??????????????????????????????????,141-143 Drury Lane,,WC2B 5TB,????,,????,GB,-0.1216,51.514332
338872,LSE Bankside House,,LSE????????,24 Sumner Street,,SE1 9JA,????,,????,GB,-0.09864,51.50642
338874,LSE Northumberland House,,LSE????????????,Edward VII Rooms 8a Northumberland Avenue,,WC2N 5BY,????,,????,GB,-0.125458,51.506975
338997,LSE Rosebery Hall,,????????????????????????????,90 Rosebery Avenue,,EC1R 4TY,????,,????,GB,-0.10752,51.527618
338998,LSE Carr-Saunders Hall,,?????????????????? - ??????????????,18-24 Fitzroy Street,,W1T 4BN,????,,????,GB,-0.13828,51.522129
339000,LSE Passfield Hall,,??????????????????????????????,1-7 Endsleigh Place,,WC1H 0PW,????,,????,GB,-0.130677,51.525146
339002,The Place,,??????????,36 York Place,,EH1 3HU,??????,Scotland,????,GB,-3.190092,55.956447
339087,West End Hotel,,????????,35 Palmerston Place,,EH12 5AU,??????,,????,GB,-3.21856,55.94973
339092,Adria Boutique Hotel,,????????????????,88 Queens Gate,,SW7 5AB,????,,????,GB,-0.178454,51.494029
339097,The Hostel,,????????,3 Clifton Terrace,,EH12 5DR,??????,,????,GB,-3.217396,55.946298
339104,Strenneth Guesthouse,,??????????????????,"Airfield Rd
Fersfield diss",,IP22 2BP,????,,????,GB,1.047247,52.416565
339107,The Whitechapel,,??????????,49-53 New Road,,E1 1HH,????,,????,GB,-0.062319,51.516085
339229,Ackergill Tower,,????????????,Ackergill Tower,,KW1 4RG,????,,????,GB,-3.133363,58.486882
339331,My-Canning Street Apartments,,??????????????,Canning Street,,EH3 8EG,??????,,????,GB,-3.210833,55.947448
339410,Apartments Royal,,????????,"All apartments are in various locations, please check ROOM TYPE for actual address prior to booking.",,,??????,,????,GB,-3.1887,55.94978
341868,Best Western The Crianlarich Hotel,,??????????????????????,"Main Street, Crianlarich, Perthshire",,FK20 8RW,??????????,Scotland,????,GB,-4.614258,56.394227
341902,Marsham Court Hotel,,????????????,"3 Russell-Cotes Road, East Cliff",,BH1 3AB,????????,"South West,?England",????,GB,-1.870819,50.717854
341909,Great Western Hotel Aberdeen,,????????????????,239 Great Western Road,,AB10 6PS,??????,Scotland,????,GB,-2.1226,57.1362
342154,The Bell Hotel,,????????,"High Road, Bell Common",,CM16 4DG,????,East of England,????,GB,0.094991,51.6917
343634,Stay Central Hotel,,????????????,139 Cowgate,,EH1 1JS,??????,,????,GB,-3.18938,55.94838
344143,Park Plaza London Riverbank,,????????????????????,18 Albert Embankment,,SE1 7TJ,????,,????,GB,-0.121308,51.491562
344243,"Marriott Executive Apartments London, West India Quay",,??????????????????????????,22 Hertsmere Road Canary Wharf,,E14 4ED,????,"London,?England",????,GB,-0.021123,51.507519
344259,Blossom Guesthouse,,????????,8 Minto Street,,EH91RG,??????,,????,GB,-3.176401,55.936195
344431,Holiday Inn Express Windsor,,????????????????,71 Alma Road,,,????,,????,GB,-0.617048,51.47746
344522,B+B Edinburgh,,??????B+B ,3 Rothesay Terrace,,EH3 7RY,??????,,????,GB,-3.218284,55.950748
344662,Rock n Bowl Hostel,,????????,22 Nelson Street,,BS1 2LA,??????????,,????,GB,-2.593472,51.456407
344842,One White's Row Apartments,,????????????,"Nicene House, 1 Whites Row, Liverpool Street",,E1 7NF,????,,????,GB,-0.07532,51.51815
345716,The Bear Hotel,,??????,2-3 The Market Place,,SN101HS,????????,"South West,?England",????,GB,-1.996476,51.35218
345771,The Pheasant Pub with Rooms,,????????????,Audley End,,CO9 3AU,????????,City of London,????,GB,0.639508,52.007588
345789,Daffodil Hotel and Spa,,????????????,By The Lake Keswick Road,,LA22 9PR,??????????,Cumbria,????,GB,-3.017464,54.452676
345818,The Gantocks Bed & Breakfast,,????????????,Achintore Road,,PH33 6RN,??????,Scotland,????,GB,-5.123208,56.810853
345831,The Glen Mhor Apartments,,???????? ???? ,8-15 Ness Bank,,IV2 4SG,????????,Highland,????,GB,-4.226283,57.474212
345849,The Headlands Hotel,,????????????,16 Weydale Avenue,,YO12 6AX,????????,"Yorkshire and the Humber,England",????,GB,-0.414647,54.292363
345860,The Hotel Balmoral,,??????????????,Meadfoot Sea Road,,TQ1 2LQ,????,Devon,????,GB,-3.511466,50.457939
345946,The Old Smithy Loft Apartment,,,7A Sydney Wharf,,BA2 4EF,????,,????,GB,-2.349211,51.384224
346075,The Ullswater View Guest House,,??????????????????,Watermillock,,CA11 0JP,??????,"North West,?England",????,GB,-2.873139,54.584175
348181,YHA Beer,,????????????????,"Bovey Lane, Seaton, Devon",,EX12 3LL,????,"South West,?England",????,GB,-3.101039,50.701444
348183,YHA Dartmoor Hostel,,YHA????????????????,Bellever,,,????,Cornwall,????,GB,-3.901605,50.580627
348184,YHA Dufton,,YHA??????????,Dufton,,CA16 6DB,??????,"North West,?England",????,GB,-2.48301,54.620296
348185,YHA Eyam,,YHA????????,Hawkhill Road,,S32 5QP,????,"East Midlands,?England",????,GB,-1.672793,53.289302
348187,YHA Grinton Lodge,,??????????????,Grinton,,DL11 6HS,??????,"Yorkshire and the Humber,England",????,GB,-1.92762,54.374676
348188,YHA Hawes,,??????????????????,Lancaster Terrace,,DL8 3LQ,????,"Yorkshire and the Humber,England",????,GB,-2.20387,54.303893
348189,YHA Haworth,,??????????????????,Longlands Drive,,BD22 8RT,????????,"Yorkshire and the Humber,England",????,GB,-1.942379,53.836938
348191,YHA Langdon Beck,,????????????????????,Forest-in-Teesdale,,DL12 0XN,????????????????,"North East,?England",????,GB,-2.218629,54.670766
348192,YHA Dalby Forest,,YHA????????????,Old School,,YO18 7PY,??????,"Yorkshire and the Humber,England",????,GB,-0.704949,54.29866
348193,Hostel YHA Malham,,YHA????????-??????,Malham,,BD23 4DB,??????,"Yorkshire and the Humber,England",????,GB,-2.150116,54.062123
348194,YHA Milton Keynes Hostel,,????????????   ????????????????,Vicarage Road,,,?????? ??????,Milton Keynes,????,GB,-0.787875,52.048612
348195,Hostel YHA Rowen,,YHA????????-????,Rhiw Farm,,LL32 8YW,????,Wales,????,GB,-3.864013,53.236919
348196,Hostel YHA Sheringham,,YHA????????-????????,1 Cremer's Drift,,NR26 8HX,????????,East of England,????,GB,1.212222,52.938964
348197,YHA Streatley on Thames,,??????YHA??????????????,Reading Road,,RG8 9JJ,??????????,"South East,?England",????,GB,-1.148037,51.520828
348198,Hostel YHA Wells-next-the-Sea,,YHA????????-??????????,Church Plain,,NR23 1EQ,??????????,East of England,????,GB,0.853218,52.952008
351540,Dunallan Guest House,,??????????????,10 Pitcullen Crescent,,PH2 7HT,????,Perth and Kinross,????,GB,-3.421491,56.404833
352230,Fairway Hotel,,????????,34-36 Hull Road,,FY1 4QB,????????,Blackpool,????,GB,-3.051849,53.814653
354108,Rigsbys Guest House,,??????????????,25 St Andrew Street,,SG14 1HZ,????????,Hertfordshire,????,GB,-0.081885,51.796668
354889,The Florence Suite Hotel and Restaurant,,????????????????????,6 Malvern Road,,PO5 2NA,????????,Portsmouth,????,GB,-1.083156,50.781242
357862,Pickmere Country Guest House,,????????????????,"Park Lane, Pickmere, Knutsford",,WA16 0JX,????,"North West,?England",????,GB,-2.465575,53.290125
358159,Portrush Holiday Hostel,,????????????????,24 princess street,,BT568AX,??????????,,????,GB,-6.657675,55.209233
360747,Lensfield Hotel and Boutique Wellness Spa,,??????????????????????,53-57 Lensfield Road,,CB2 1EN,????,East of England,????,GB,0.123562,52.197988
363038,Ashley Hotel,,??????????,74 Chesterton Road,,CB4 1ER,????,East of England,????,GB,0.126104,52.214419
364830,The Grampian Hotel,,????????????,295 Perth Road,,,????,,????,GB,-3.002797,56.456848
365895,Holland House Bed & Breakfast,,??????B&B????,210 London Road,,WR5 2JT,??????,Worcestershire,????,GB,-2.199618,52.182606
372273,Kepplestone Manor,,??????????????????,"80 - 101 Queens Highlands, Queens Road, Aberdeen",,AB15 4AS,??????,Scotland,????,GB,-2.144441,57.139095
374427,Brooks View Cottage,,????????????????,"Brooks View, No 3 Tucking Mill cottages, Tucking Mill , Midford, Somerset",,BA2 7DB,????,,????,GB,-2.337259,51.352474
375035,Caprera Hotel,,??????????,9 Melville Street,,PO36 8LE,????????????,"South East,?England",????,GB,-1.158311,50.653988
375606,Castle House Guest House,,????????????,10 Castle Hill Road,,CT16 1QW,????,"South East,?England",????,GB,1.317835,51.126537
376419,The Lewinnick Lodge,,????????????,Pentire Headland,,TR7 1QD,????,,????,GB,-5.118073,50.41161
377137,Trenython Manor Hotel and Spa,,??????????????????????????,Castledore Road,,PL24 2TS,??????????,,????,GB,-4.687479,50.360229
379770,YHA Ironbridge Coalport,,YHA????????????,High Street,,TF8 7HT,????????,"West Midlands,?England",????,GB,-2.450592,52.618875
384685,West Highland Hotel,,????????????,Davie's Brae,,PH41 4QZ,??????,,????,GB,-5.829303,57.004261
387065,Bankfoot Inn,,????????????,"Main Street, Bankfoot",,PH1 4AB,????????,Scotland,????,GB,-3.514552,56.50055
388733,YHA Eskdale,,??????????????????,Boot,,CA19 1TH,???? ,"North West,?England",????,GB,-3.2413,54.3989
389370,Exmoor White Horse Inn,,??????????????????,Exford,,TA24 7PY,??????????????????,"South West,?England",????,GB,-3.641351,51.133162
389973,YHA Boswinger,,YHA????????????????,"Boswinger, Gorran, St Austell, Cornwall",,PL26 6LL,????,"South West,?England",????,GB,-4.818782,50.23543
391655,RestUp London Hostel,,????????????,172 New Kent Road,,SE1 4YT,????,,????,GB,-0.095281,51.494358
393065,Cleyro Serviced Apartments - Finzels Reach,,????????????????-??????????,Castle Wharf,,BS1 6BX,??????????,"South West,?England",????,GB,-2.588793,51.454482
393121,De Vere Cotswold Water Park,,????????????????????????????,"Lake 6, Spine Road East, South Cerney, Cirencester, Gloucestershire",,GL7 5FP,??????????,"South West,?England",????,GB,-1.898661,51.671224
393898,The Pillar Hotel,,????????,19 Brent Street,,NW4 2EU,????,,????,GB,-0.216326,51.583374
393970,A to B Hotel,,A-B????,9 Hanger Lane,,W5 3HH,????,,????,GB,-0.291791,51.513355
394144,Stattons Hotel and Restaurant,,??????????????,6 Florence Road,,PO5 2NA,????????,,????,GB,-1.082766,50.780792
398444,Crazy Bear Hotel Beaconsfield,,????????????????,Wycombe End,,HP9 1LX,????????????,Buckinghamshire,????,GB,-0.637957,51.601814
398445,YHA Beverley Friary,,YHA????????????????????,Friars Lane,,HU17 0DF,??????,"Yorkshire and the Humber,England",????,GB,-0.422689,53.839866
398479,Sniperley Hall Bed and Breakfast,,??????????B&B????,Sniperley Hall,,DH1 5RA,??????,"North East,?England",????,GB,-1.607351,54.795861
398495,Green Gables Guest House,,????????????,37 Broad Street,,LA23 2AB,????????,Cumbria,????,GB,-2.904596,54.376533
398497,Caddon View Country Guest House,,????????????????,14 Pirn Road Innerleithen,,EH44 6HH,????????,,????,GB,-3.059268,55.62015
398857,The Stone House Hotel,,????????,Sedbusk,,DL8 3PT,????,,????,GB,-2.186911,54.313946
399249,Days Inn Cobham,,??????????????,Junction 10/9 M25,,KT11 3DB,????,,????,GB,-0.409676,51.307127
399328,Dockside Hotel,,????????,55 Sutton Street,,E1 0AY,????,,????,GB,-0.053458,51.512666
399457,Southwark Nike Apartments,Borough Apartments,??????????????,6 Union Street,,SE1 1SZ.,????,,????,GB,-0.092236,51.503517
399512,The Kensington Studios,,????????????????,83 Holland Road,,W14 8HL,????,,????,GB,-0.20944,51.499233
400126,The Westbridge Hotel,,????????,335-337 High Street,,E15 2TF,????,,????,GB,-0.002461,51.537365
400146,Curzon House Hotel,,??????????,58 Courtfield Gardens,,SW5 0NF,????,,????,GB,-0.186721,51.493927
400278,The Rosebery Aparthotel,,????????????,"20 Rosebery Avenue, Farringdon",,EC1R 4SX,????,,????,GB,-0.11108,51.523548
400433,Haymarket Hub Hotel,,,7 Clifton Terrace,,EH12 5DR,??????,,????,GB,-3.218283,55.946056
400606,Ibis London Shepherds Bush Hotel,,????????????????????????,3-5 Rockley road,,W14 0DJ,????,City of London,????,GB,-0.220422,51.50344
400607,Novotel London Blackfriars Hotel,,??????????????????????,46 Blackfriars Road,,SE1 8NZ,????,,????,GB,-0.104736,51.50511
400608,Ibis London Blackfriars Hotel,,??????????????????????,49 Blackfriars road,,SE1 8NZ,????,City of London,????,GB,-0.104874,51.505136
400864,The Maemar Hotel,,??????????,91-95 Westhill Road,,BH2 5PQ,????????,,????,GB,-1.885447,50.718002
401196,Hampton by Hilton London Luton Airport Hotel,,??????????????????????????????,42-50 Kimpton Road,,LU2 0NB,????,,????,GB,-0.3963,51.8743
401198,Hampton by Hilton York Hotel,,????????????????????,Toft Green,,,????,,????,GB,-1.090278,53.95699
401225,The Wellesley Hotel,,????????????,11 Knightsbridge,,SW1X 7LY,????,,????,GB,-0.153724,51.50252
402896,Go Native Hyde Park Apartments,,??????????????????,208 Sussex Gardens,,W2 3UA,????,,????,GB,-0.175416,51.51405
402937,Ednam House Hotel,,??????????????,Bridge Street,,TD5 7HT,??????,Scottish Borders,????,GB,-2.433858,55.598159
403238,George and Dragon Hotel,,????????????,High Street,,HP14 3AB,????????,"South East,?England",????,GB,-0.802283,51.644594
405043,Medehamstede Hotel,,??????????????????,9 Queens Road,,PO37 6AR,????????????,Isle of Wight,????,GB,-1.1755,50.629606
406916,B+B Belgravia,,????????????B+B????,64-66 Ebury Street,,SW1W 9QD,????,,????,GB,-0.14962,51.494087
406997,Studios2Let - North Gower,,??????????????,192 North Gower St,,NW1 2LY,????,,????,GB,-0.137341,51.527054
407213,Hotel Cafe Royal,,??????????????,68 Regent Street,,W1B 5EL,????,,????,GB,-0.135977,51.509998
407529,So Park Apartments,,SO????????,140 Battersea Park Road,,SW11 4NB,????,,????,GB,-0.168725,51.471321
407702,Elfordleigh Hotel Golf Country Club,,????????????????????????????????,Colebrook Devon,,PL7 5EB,????????,,????,GB,-4.04976,50.409981
407825,St. Christopher 's Newquay Hostel,,??????????????????????,35 Fore Street,,TR7 1HR,????,,????,GB,-5.086796,50.415138
407828,St Christopher's Inn - Bath,,???????????????????? ,9 Green Street,,BA1 2JY,????,,????,GB,-2.360272,51.383438
407910,Best Western Burns Hotel London,,??????????????????,18-26 Barkston Gardens,,SW5 0EN,????,,????,GB,-0.190973,51.492821
407912,The Draycott Hotel,,????????????,26 Cadogan Gardens,,SW3 2RP,????,,????,GB,-0.159624,51.49321
407924,Apartments Inn London - Pimlico,,???? - ????????????????,89 Wilton Road,,SW1V 1DN,????,,????,GB,-0.140294,51.492458
408067,Mercure Darlington Kings Hotel,,??????????????????,9 - 12 Priestgate,,,??????,,????,GB,-1.55407,54.5257
408293,The Bridge Hotel Chertsey,,????????????,"Bridge Road, Chertsey",,KT16 8JZ,????,,????,GB,-0.488792,51.389294
408382,The Ruskin Hotel,,??????????,386 High Street North,,E12 6PH,????,,????,GB,0.049846,51.545254
408573,Monument Street Serviced Apartments,,??????????????????,31 Monument Street,,EC3R 8BT,????,,????,GB,-0.084876,51.50972
408637,Chiswick Rooms,,??????????????,407 Goldhawk Road,,W6 0SA,????,"London,?England",????,GB,-0.244971,51.493847
408748,South Place Hotel,,??????????,3 South Place,,EC2M 2AF,????,,????,GB,-0.086791,51.51902
408761,Go Native Apartments Mayfair,,??????????????,10 Lees Place,,W1K 6LL,????,,????,GB,-0.154581,51.512466
408845,Dibbindale Inn,,????????????,17 Dibbinsdale road,,ch63 0hj,????????,,????,GB,-2.992453,53.323795
408964,Tower Bridge Apartments,,????????,168 Tower Bridge Road,,SE1 3LZ,????,,????,GB,-0.078681,51.499638
408965,Camden Nike Apartments,,??????????????,8A Herbal Hill,,EC1R 5EJ,????,,????,GB,-0.107718,51.522369
409583,The Richmond Hill Hotel,,????????????,"144-150 Richmond Hill, Richmond, Surrey",,TW10 6RW,????,,????,GB,-0.297627,51.451639
409697,Hotel Twenty,,????????,20 Leopold Place,,EH7 5LB,??????,,????,GB,-3.181466,55.957949
409930,Barking Park Hotel,,????????????,60 Tanner Street,,IG11 8QF,????,,????,GB,0.077447,51.54295
411077,Hilton Cambridge City Centre,,????????????????????,Downing Street,,,????,East of England,????,GB,0.122,52.20322
411658,City Inn Express,,????????????,144A Mare Street,,E8 3SG,????,,????,GB,-0.055908,51.539175
411874,Crazy Bear Hotel Stadhampton,,????????????????????????,"Bear Lane, Stadhampton",,OX44 7UR,????,Oxfordshire,????,GB,-1.130207,51.680687
411905,Holiday Inn Express Shrewsbury,,??????????????????????,Sitka Drive Shrewsbury Business Park,,,??????????,,????,GB,-2.714361,52.692154
411906,Holiday Inn Express Braintree,,????????????????????????,Panners Roundabout Notley Cross,,,????????,,????,GB,0.53708,51.86826
412623,My Apartments Collingham Place,,????????????????,29 Collingham Place,,SW5 0QF,????,,????,GB,-0.189686,51.493851
412663,Ibis Styles London Excel Hotel,,??????????????????????????,272-283 Victoria Dock Road,,E16 3BY,????,,????,GB,0.027282,51.510033
412691,Hyde Park Boutique Hotel,,????????????????,Leinster Gardens 47-48,,W2 3AT,????,"London,?England",????,GB,-0.184112,51.514048
412695,Piccadilly Circus Apartments,,??????????????????????,Shavers Place,,SW1Y 4HE,????,,????,GB,-0.132684,51.510078
412818,Mercure Milton Keynes Abbey Hill Hotel,,??????????????????????????????,"The Approach, Monks Way, Two Mile Ash",,MK8 8LY,?????? ??????,,????,GB,-0.807678,52.044876
413572,Adagio Liverpool City Centre,,????????????????????????,1 Fairclough Street,,L1 1FS,??????,Liverpool,????,GB,-2.97943,53.404713
413641,Ardfern Guest House,,?????????????? ,15 Pitcullen Crescent,,PH27HT,????,Perth and Kinross,????,GB,-3.421403,56.405309
413655,Atholl Villa Guest House,,??????????????,29 Atholl Road,,PH165BX,??????????,Scotland,????,GB,-3.7308,56.701879
413662,Balmule House,,????????????????,Dunfermline,,KY12 0RZ,????????,,????,GB,-3.446199,56.106306
413664,Base Serviced Apartments - Sir Thomas Street,,??????????????-????????????,1-3 Sir Thomas Street,,L1 6BW,??????,"North West,?England",????,GB,-2.985733,53.407488
413673,Bell At Boxford Hotel,,??????????????????,"Lambourn Road
Newbury",,RG20 8DD,????,Reading,????,GB,-1.391092,51.440112
413757,HOF - Central House,,HOF-????????,"Central House, 75-79 Park Street Surrey",,GU15 3PE,??????,"South East,?England",????,GB,-0.747349,51.336363
413774,Clover Spa and Hotel,,????????????????,759 Chester Road,,B24 0BY,??????,"West Midlands,?England",????,GB,-1.826262,52.532331
413829,De Vere Orchard Hotel,,??????????????,"Beeston Lane, The University of Nottingham",,NG7 2RJ,??????,"East Midlands,?England",????,GB,-1.194917,52.932475
413847,Durn House,,????????????,Durn Road,,AB45 2XT,??????,Scotland,????,GB,-2.690409,57.684701
413857,Elme Hall Hotel,,????????????,69 Elm High Road,,PE14 0DQ,????????,,????,GB,0.172994,52.64869
413928,Hilton Royal Parade Hotel,,??????????????????,35-42 Royal Parade,,BN22 7AN,????????,"South East,?England",????,GB,0.298015,50.772222
413982,ibis Aberdeen Centre - Quayside,Ibis Aberdeen Centre Hotel,????????????????????-??????,15 Shiprow,,AB11 5BY,??????,Aberdeen City,????,GB,-2.094333,57.146988
413984,ibis Chesterfield North - Barlborough,,??????????????????????????-??????????,Chesterfield road,,S43 4WP,????????,Derbyshire,????,GB,-1.291838,53.283639
414145,Radisson Blu Hotel East Midlands Airport,,????????????-????????????  ,Pegasus Business Park Herald Way East Midlands Airport Derby DE74 2TZ,,,????????,"East Midlands,?England",????,GB,-1.310849,52.82519
414159,Aparthotel Roomzzz Newcastle City,,??????????????????????,Clavering Place,,NE1 3NG,????????????????,South Tyneside,????,GB,-1.612584,54.967916
414160,Rosemount Palace,,????????????B&B????,"Life Centre, Caroline Place",,AB25 2TH,??????,Aberdeen City,????,GB,-2.111355,57.153016
414231,The Heritage Hotel,,??????????,Shedden Hill,,TQ2 5TY,????,Devon,????,GB,-3.533413,50.463965
414247,Waves In Bed and Breakfast,,????????,14 Knole Road,,BH1 4DQ,????????,"South West,?England",????,GB,-1.848894,50.725258
414312,Waterhouse,," 	 ????????????","Waterhouse Lane, Limpley Stoke",,BA2 7JB,????,"South West,?England",????,GB,-2.324368,51.354482
414318,Westlands House,,,Bounty Road,,RG21 3DJ,??????????,"South East,?England",????,GB,-1.094456,51.259878
426354,Twelve Picardy Place Hotel,,????????????????,12 Picardy Place,,EH1 3JT,??????,,????,GB,-3.187022,55.95689
426356,Anwar House,,??????????,Collingham Place,,SW5 0QF,????,"London,?England",????,GB,-0.189886,51.493813
428283,St Pancras Renaissance London Hotel,,??????????????????????,Euston Road,,NW1 2QR,????,,????,GB,-0.126093,51.529345
428295,No.32 Hotel,Beresford Hotel,32??????,32 Coates Gardens,,EH12 5LE,??????,Scotland,????,GB,-3.221344,55.947163
433032,Red Lion Street Apartments,,??????????,49 Red Lion Street,,WC1R 4PF,????,,????,GB,-0.11746,51.519909
433201,The Peacock Bed & Breakfast,,????B&B????,Bridge Street,,DE451DS,????????,Derbyshire,????,GB,-1.673516,53.21368
434000,Bryn Howel Hotel,,??????????????,Trevor,,LL20 7UW,??????,,????,GB,-3.118068,52.968644
434004,The Tunbridge Wells Hotel,"The Swan Hotel, The Pantiles Hotel",??????????????????????,58 The Pantiles,,TN2 5TD,??????????????????,,????,GB,0.257198,51.125961
434130,Smart@IQ,,???? IQ????,69 Grove Street,,EH3 8FD,??????,,????,GB,-3.211859,55.944405
434874,Willy Wallace Hostel,,??????????????????,77 Murray Place,,FK8 1AU,??????,Scotland,????,GB,-3.93759,56.119517
437404,Swain House,,????????????,.,,TA23 0AG,??????,Somerset,????,GB,-3.330236,51.18124
438824,Castle Green B&B,,??????????,"Chalet Bungalow, Butts Drive",,DE4 3DJ,????????,"East Midlands,?England",????,GB,-1.545516,53.134162
438850,East Hook Farmhouse,,?????????? ????,East Hook,,SA62 3LN,??????????????,Wales,????,GB,-5.013285,51.811586
438858,East House,,??????,162 High Street,,WR12 7AJ,??????,"South West,?England",????,GB,-1.847772,52.0363
